<<<<<<< HEAD
,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood
921,90,RL,67.0,8777,4,AllPub,3,Edwards,5,7,1900,2003,MetalSd,MetalSd,0.0,3,3,3,3,1,5,1084,1,0,188,1272,4,1272,928,0,2200,2,0,2,2,4,2,3,9,8,0,0,,0,0,0,0,0,0,70,0,0,0,0,0,GdPrv,0,9,2008,145900,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
922,20,RL,65.0,10237,4,AllPub,3,Gilbert,6,5,2005,2006,VinylSd,VinylSd,0.0,4,3,4,3,1,6,28,1,0,1288,1316,5,1316,0,0,1316,0,0,2,0,3,1,4,6,8,1,4,2005.0,3,2,397,3,3,100,0,0,23,0,0,0,,0,10,2006,169990,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
923,120,RL,50.0,8012,4,AllPub,3,SawyerW,6,5,1993,1994,Plywood,Plywood,0.0,4,3,4,3,1,2,165,6,841,598,1604,5,1617,0,0,1617,1,0,2,0,2,1,4,5,8,1,2,1993.0,2,2,533,3,3,0,69,0,0,0,0,0,,0,7,2008,193000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
924,20,RL,79.0,10240,4,AllPub,3,NWAmes,6,6,1980,1980,Plywood,Plywood,157.0,3,4,4,3,1,4,625,2,1061,0,1686,3,1686,0,0,1686,1,0,2,0,3,1,3,7,8,1,3,1980.0,1,2,612,3,3,384,131,0,0,0,0,0,,0,5,2006,207500,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
925,20,RL,,15611,3,AllPub,3,NWAmes,5,6,1977,1977,VinylSd,VinylSd,0.0,3,3,4,3,3,5,767,2,93,266,1126,3,1126,0,0,1126,0,1,2,0,3,1,5,6,8,0,0,1977.0,2,2,540,3,3,180,0,0,0,0,0,0,,0,3,2008,175000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
926,60,RL,93.0,11999,4,AllPub,3,NridgHt,8,5,2003,2004,VinylSd,VinylSd,340.0,4,3,4,3,1,1,0,1,0,1181,1181,5,1234,1140,0,2374,0,0,2,1,4,1,5,10,8,1,4,2003.0,3,3,656,3,3,104,100,0,0,0,0,0,,0,5,2007,285000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
927,60,RL,,9900,4,AllPub,3,NWAmes,7,5,1968,1968,MetalSd,MetalSd,342.0,3,3,3,3,1,4,552,1,0,280,832,4,1098,880,0,1978,0,0,2,1,4,1,3,9,8,1,4,1968.0,2,2,486,3,3,0,43,0,0,0,0,0,GdPrv,0,4,2008,176000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
928,20,RL,,11838,4,AllPub,3,CollgCr,8,5,2001,2001,VinylSd,VinylSd,0.0,4,3,4,3,3,1,0,1,0,1753,1753,5,1788,0,0,1788,0,0,2,0,3,1,5,7,8,1,3,2001.0,2,2,522,3,3,202,151,0,0,0,0,0,,0,6,2009,236500,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
929,60,RL,,13006,3,AllPub,3,Gilbert,7,5,1997,1997,HdBoard,HdBoard,285.0,3,3,4,3,1,1,0,1,0,964,964,4,993,1243,0,2236,0,0,2,1,4,1,4,8,8,1,3,1997.0,3,2,642,3,3,0,0,0,0,0,0,0,,0,11,2006,222000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
930,20,RL,73.0,8925,3,AllPub,3,Timber,8,5,2007,2007,VinylSd,VinylSd,0.0,4,3,4,3,3,6,16,1,0,1450,1466,5,1466,0,0,1466,0,0,2,0,3,1,4,7,8,0,0,2007.0,3,3,610,3,3,100,18,0,0,0,0,0,,0,7,2009,201000,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
931,20,RL,70.0,9100,4,AllPub,3,NAmes,5,6,1965,1965,VinylSd,VinylSd,0.0,3,3,3,3,1,4,338,3,466,121,925,5,925,0,0,925,0,1,1,0,2,1,3,5,8,0,0,1965.0,1,1,429,3,3,0,0,0,0,0,0,0,GdWo,0,7,2009,117500,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
932,20,RL,84.0,11670,3,AllPub,3,Somerst,9,5,2006,2006,VinylSd,ImStucc,302.0,5,3,5,4,1,1,0,1,0,1905,1905,5,1905,0,0,1905,0,0,2,0,3,1,5,8,8,1,4,2006.0,3,3,788,3,3,0,191,0,0,0,0,0,,0,3,2007,320000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
933,20,RL,63.0,8487,4,AllPub,3,CollgCr,7,5,2004,2004,VinylSd,VinylSd,210.0,4,3,4,3,3,6,20,1,0,1480,1500,5,1500,0,0,1500,0,0,2,0,3,1,4,6,8,0,0,2004.0,2,2,570,3,3,192,36,0,0,0,0,0,,0,8,2009,190000,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
934,20,RL,313.0,27650,2,AllPub,2,NAmes,7,7,1960,2007,Wd Sdng,Wd Sdng,0.0,3,3,4,3,4,6,425,1,0,160,585,5,2069,0,0,2069,1,0,2,0,4,1,4,9,8,1,4,1960.0,2,2,505,3,3,0,0,0,0,0,0,0,,0,11,2008,242000,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
935,30,RL,52.0,5825,3,AllPub,3,BrkSide,4,5,1926,1953,MetalSd,MetalSd,108.0,3,4,2,3,2,1,0,1,0,600,600,4,747,0,0,747,0,0,1,0,1,1,3,5,8,0,0,1953.0,1,2,528,3,3,0,0,32,0,0,0,0,,0,6,2006,79900,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
936,20,RL,67.0,10083,4,AllPub,3,SawyerW,7,5,2003,2003,VinylSd,VinylSd,,4,3,4,3,1,6,833,1,0,343,1176,5,1200,0,0,1200,1,0,2,0,2,1,4,5,8,0,0,2003.0,2,2,555,3,3,0,41,0,0,0,0,0,,0,8,2009,184900,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
937,60,RL,75.0,9675,4,AllPub,3,Somerst,7,5,2005,2005,VinylSd,VinylSd,0.0,4,3,4,3,2,6,341,1,0,772,1113,5,1113,858,0,1971,0,0,2,1,3,1,4,8,8,1,4,2005.0,2,2,689,3,3,0,48,0,0,0,0,0,,0,2,2009,253000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
938,60,RL,73.0,8760,4,AllPub,3,CollgCr,7,5,2006,2006,VinylSd,VinylSd,0.0,4,3,4,4,2,6,464,1,0,927,1391,5,1391,571,0,1962,0,0,2,1,3,1,4,7,8,0,0,2006.0,2,3,868,3,3,0,90,0,0,0,0,0,,0,8,2006,239799,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
939,70,RL,,24090,4,AllPub,3,ClearCr,7,7,1940,1950,MetalSd,MetalSd,0.0,3,4,3,3,2,1,0,1,0,1032,1032,5,1207,1196,0,2403,0,0,2,0,4,1,3,10,8,2,3,1940.0,1,1,349,3,3,56,0,318,0,0,0,0,,0,6,2010,244400,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
940,90,RL,55.0,12640,3,AllPub,3,Mitchel,6,5,1976,1976,Plywood,Plywood,0.0,3,3,3,3,4,3,936,2,396,396,1728,3,1728,0,0,1728,0,0,2,0,4,2,3,8,8,0,0,1976.0,1,2,574,3,3,40,0,0,0,0,0,0,,0,7,2006,150900,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
941,60,RL,,8755,3,AllPub,3,Gilbert,7,5,1999,1999,VinylSd,VinylSd,298.0,4,3,4,3,1,5,772,1,0,220,992,5,1022,1038,0,2060,1,0,2,1,3,1,4,8,8,1,3,1999.0,2,2,390,3,3,0,0,0,168,0,0,0,GdPrv,0,6,2009,214000,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
942,90,RL,42.0,7711,3,AllPub,3,Edwards,4,3,1977,1977,MetalSd,MetalSd,0.0,3,3,4,3,4,6,1440,1,0,0,1440,3,1440,0,0,1440,2,0,2,0,4,2,3,8,8,0,0,,0,0,0,0,0,321,0,0,0,0,0,0,,0,8,2007,150000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
943,90,RL,100.0,25000,4,AllPub,3,Mitchel,5,4,1967,1967,HdBoard,Plywood,0.0,3,3,3,3,3,1,0,1,0,1632,1632,3,1632,0,0,1632,0,0,2,0,4,2,3,8,8,0,0,1967.0,1,2,576,3,3,0,0,0,0,0,0,0,,0,6,2007,143000,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
944,20,RL,,14375,3,NoSeWa,3,Timber,6,6,1958,1958,HdBoard,HdBoard,541.0,3,3,3,3,1,6,111,3,354,354,819,4,1344,0,0,1344,0,1,1,0,3,1,4,7,8,1,4,1958.0,2,2,525,3,3,0,118,0,0,233,0,0,,0,1,2009,137500,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
945,50,RM,98.0,8820,4,AllPub,3,OldTown,5,6,1890,1996,VinylSd,VinylSd,0.0,3,3,3,3,1,2,1088,1,0,0,1088,3,1188,561,120,1869,0,0,1,0,2,1,3,7,8,0,0,1963.0,1,2,456,3,3,48,0,244,0,0,0,0,MnWw,0,9,2009,124900,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
946,80,RL,70.0,8163,4,AllPub,3,NAmes,5,6,1959,1959,HdBoard,HdBoard,128.0,3,4,3,3,3,5,748,4,294,102,1144,3,1144,0,0,1144,1,0,1,0,3,1,3,6,8,1,3,1959.0,2,1,796,3,3,86,0,0,0,0,0,0,,0,3,2006,143000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
947,20,RL,85.0,14536,4,AllPub,3,Timber,8,5,2002,2003,VinylSd,VinylSd,236.0,4,3,4,3,3,6,1300,1,0,316,1616,5,1629,0,0,1629,1,0,2,0,3,1,4,9,8,1,4,2002.0,3,3,808,3,3,0,252,0,0,0,0,0,,0,11,2007,270000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
948,60,RL,65.0,14006,3,AllPub,3,CollgCr,7,5,2002,2002,VinylSd,VinylSd,144.0,4,3,4,3,0,1,0,1,0,936,936,5,936,840,0,1776,0,0,2,1,3,1,4,7,8,1,3,2002.0,2,2,474,3,3,144,96,0,0,0,0,0,,0,2,2006,192500,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
949,20,RL,78.0,9360,4,AllPub,3,NWAmes,6,7,1972,2006,Plywood,Plywood,0.0,3,3,3,3,1,5,982,1,0,179,1161,3,1381,0,0,1381,1,0,1,1,3,1,4,5,8,1,3,1972.0,2,2,676,3,3,0,0,0,0,0,0,0,,0,3,2010,197500,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
950,20,RL,60.0,7200,4,AllPub,3,NAmes,5,8,1950,2002,VinylSd,VinylSd,0.0,3,3,3,3,1,5,398,4,149,317,864,4,864,0,0,864,1,0,1,0,3,1,4,5,8,0,0,1980.0,2,2,720,3,3,194,0,0,0,0,0,0,,0,7,2007,129000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
951,20,RH,60.0,7800,4,AllPub,3,SawyerW,5,5,1965,1965,VinylSd,VinylSd,0.0,3,3,3,3,1,4,641,1,0,187,828,4,965,0,0,965,1,0,1,0,3,1,3,6,8,0,0,1979.0,1,1,300,3,3,421,0,0,0,0,0,0,MnPrv,0,7,2006,119900,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
952,85,RL,60.0,7200,4,AllPub,3,CollgCr,5,8,1972,2003,WdShing,HdBoard,0.0,3,4,4,3,3,6,660,1,0,108,768,4,768,0,0,768,0,1,1,0,2,1,3,5,8,0,0,1974.0,3,1,396,3,3,192,0,0,0,0,0,0,MnPrv,0,4,2009,133900,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
953,60,RL,,11075,3,AllPub,2,Mitchel,5,4,1969,1969,HdBoard,HdBoard,232.0,3,3,3,3,3,5,562,2,193,29,784,5,1168,800,0,1968,0,1,2,1,4,1,3,7,6,1,1,1969.0,2,2,530,3,3,305,189,0,0,0,0,0,MnPrv,400,9,2008,172000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
954,90,RL,35.0,9400,3,AllPub,3,Edwards,6,5,1975,1975,WdShing,Plywood,250.0,3,3,4,4,4,6,945,1,0,0,945,3,980,0,0,980,0,2,2,0,4,0,3,4,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,10,2006,127500,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
955,90,RH,82.0,7136,3,AllPub,3,Crawfor,6,6,1946,1950,MetalSd,MetalSd,423.0,3,3,4,3,1,3,484,1,0,495,979,3,979,979,0,1958,0,0,2,0,4,2,3,8,8,0,0,1946.0,1,2,492,3,3,0,0,0,0,0,0,0,,0,8,2007,145000,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
